CNT,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,Math_mean,ST296Q01JA
HKG,3,2,3,2,2,2,1,4,2,2,2,2,2,1,670.7264,3
HKG,1,2,2,2,1,2,2,1,2,2,2,1,2,2,652.4086,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,599.4626,1
HKG,3,3,3,3,3,3,3,4,4,3,3,3,3,3,505.1482,2
HKG,2,2,2,2,2,2,2,3,2,3,2,2,3,2,701.2931,2
HKG,3,3,3,2,3,2,2,2,3,3,2,4,3,2,479.593,2
HKG,3,5,5,4,4,4,4,5,5,5,5,6,5,6,590.2055,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,479.666,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,625.4298,2
HKG,3,3,4,2,3,3,3,6,3,3,3,3,3,3,667.1755,4
HKG,1,2,2,1,2,2,1,4,3,2,1,2,2,1,625.6252,2
HKG,3,2,3,2,3,2,2,3,2,3,1,2,2,3,681.9894,2
HKG,3,6,6,3,4,3,2,4,3,6,1,4,1,2,579.5391,1
HKG,1,3,2,3,3,1,2,1,3,2,4,3,1,2,492.9986,4
HKG,3,2,2,2,3,2,2,4,3,2,2,3,1,2,566.8967,4
HKG,2,2,2,2,2,1,2,1,2,2,1,2,1,1,542.9621,3
HKG,2,2,3,3,3,3,3,2,2,2,2,2,2,2,540.0555,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,464.3637,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,301.6162,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,436.7367,6
HKG,6,6,6,1,6,1,1,6,6,2,2,6,1,1,643.7008,3
HKG,4,3,3,2,3,4,2,4,3,3,2,3,4,2,558.3561,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,485.1173,$null$
HKG,3,3,4,2,3,1,2,4,5,5,2,5,2,2,524.6625,2
HKG,3,4,3,3,3,3,3,4,5,4,4,4,4,4,544.1205,3
HKG,6,6,3,2,6,1,4,6,6,3,2,6,1,4,500.6027,3
HKG,4,2,2,2,2,2,2,5,2,2,2,2,2,2,684.9285,1
HKG,2,2,2,1,1,1,1,2,2,2,1,1,1,1,564.6449,2
HKG,1,3,4,2,3,3,4,1,4,4,2,3,5,4,671.9687,3
HKG,3,2,2,2,2,2,1,4,1,2,1,2,2,1,504.0265,2
HKG,4,4,5,4,4,4,4,4,4,4,4,4,4,4,488.5167,4
HKG,6,6,6,6,6,6,1,6,6,6,6,6,6,1,419.2276,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,536.6488,3
HKG,1,4,5,3,3,5,2,1,4,3,2,3,2,1,566.3828,3
HKG,4,4,4,2,4,2,2,2,5,2,2,2,2,2,621.0971,2
HKG,6,1,6,1,4,1,1,6,1,6,1,4,1,1,451.7008,2
HKG,3,3,3,3,3,4,3,3,3,3,3,3,3,3,753.0307,2
HKG,4,2,3,2,2,4,2,4,2,3,2,2,3,2,465.8128,4
HKG,4,3,3,3,3,3,3,4,4,4,4,2,2,1,400.358,2
HKG,2,3,2,2,3,2,2,3,3,3,2,3,1,2,536.75,4
HKG,3,2,2,2,1,1,2,3,2,3,1,1,1,2,607.0973,3
HKG,3,3,3,2,3,2,3,3,3,3,2,3,2,3,409.5937,2
HKG,2,2,2,1,1,2,1,2,2,2,1,1,2,3,731.295,1
HKG,5,4,5,4,5,4,4,5,4,5,5,5,4,5,571.7907,1
HKG,2,3,2,2,3,2,2,3,3,3,3,3,3,1,648.8049,3
HKG,2,3,3,3,3,3,1,1,2,2,2,2,2,1,703.696,3
HKG,3,3,1,1,3,1,1,3,3,1,3,3,1,1,623.9287,1
HKG,3,3,3,1,3,4,1,4,4,2,1,3,1,1,662.9089,2
HKG,3,3,3,2,3,3,2,3,3,3,1,3,3,2,679.2637,2
HKG,5,3,3,2,2,1,1,6,3,3,2,2,4,1,554.9963,2
HKG,2,1,5,2,2,3,4,2,1,5,99,2,3,6,534.3284,2
HKG,2,6,4,2,2,2,1,2,6,3,3,2,2,1,571.5405,1
HKG,3,2,2,3,2,2,3,3,3,3,2,3,2,2,438.7182,2
HKG,3,3,3,4,3,4,3,3,4,3,4,3,4,3,380.2203,2
HKG,1,2,3,1,1,1,1,1,2,3,1,1,1,1,843.2881,3
HKG,6,6,6,2,3,1,1,6,6,6,6,6,6,6,428.7829,1
HKG,4,3,3,3,3,3,3,5,4,2,2,2,2,2,625.6789,2
HKG,3,2,2,1,2,1,1,3,2,2,1,2,2,1,600.625,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,550.8178,1
HKG,3,4,4,3,3,3,3,4,4,4,4,4,1,1,588.8358,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,307.2662,2
HKG,4,3,2,1,3,1,1,3,2,2,1,1,1,1,566.0777,1
HKG,3,3,3,2,3,3,3,3,3,3,2,3,3,3,419.904,2
HKG,1,2,1,2,2,3,2,1,3,3,3,3,3,3,412.1375,1
HKG,4,3,4,3,4,4,4,4,3,4,1,3,3,3,467.7276,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,493.7324,4
HKG,1,3,2,1,3,1,2,1,3,2,1,3,1,2,717.3101,3
HKG,2,4,4,4,4,3,1,2,3,3,3,3,3,3,510.2766,2
HKG,2,3,2,2,3,2,2,2,3,2,2,3,2,2,508.1344,2
HKG,2,2,2,2,2,2,2,3,3,3,2,2,2,2,564.9926,2
HKG,1,4,4,4,4,2,2,2,6,6,6,6,2,2,606.4634,3
HKG,3,2,2,2,2,2,2,4,2,1,2,2,2,2,520.7553,3
HKG,4,3,2,2,3,2,2,5,3,2,2,3,2,2,600.5645,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,717.1776,$null$
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,537.7686,2
HKG,6,3,3,3,3,1,1,6,3,3,1,1,1,1,606.6592,4
HKG,6,4,5,6,6,4,3,5,4,4,6,5,4,5,527.8994,4
HKG,3,2,2,1,2,1,1,2,2,2,1,1,1,1,451.9054,2
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,573.7579,2
HKG,3,3,4,3,3,3,3,3,3,3,3,4,4,4,408.5525,6
HKG,3,3,1,1,3,1,1,3,3,3,3,3,3,3,380.8832,2
HKG,2,2,2,2,2,3,2,2,2,2,2,2,2,2,370.9478,2
HKG,6,3,4,2,3,3,3,6,3,3,2,3,3,3,580.3944,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,548.412,4
HKG,4,3,3,1,2,2,3,4,2,3,1,2,2,3,528.7202,3
HKG,3,3,4,2,4,1,1,4,2,3,2,3,1,1,606.3442,4
HKG,2,2,2,2,2,2,2,3,2,2,2,2,2,2,719.495,3
HKG,1,3,3,2,3,1,3,2,4,3,3,4,2,2,616.3037,3
HKG,1,4,4,3,4,2,3,1,4,4,3,4,2,3,466.0727,4
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,424.5593,5
HKG,3,3,3,3,3,3,3,3,3,3,1,3,3,3,498.1458,2
HKG,4,4,4,5,4,2,2,5,4,4,2,2,2,2,566.1604,2
HKG,5,3,4,3,3,4,2,5,5,4,3,3,3,2,536.7442,1
HKG,2,6,6,3,6,3,2,2,6,6,4,6,3,2,626.2835,1
HKG,3,3,3,3,3,3,2,3,3,3,3,3,3,3,445.9307,2
HKG,3,2,2,2,1,2,1,3,2,1,1,2,2,1,656.1634,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,341.083,2
HKG,6,6,6,4,1,1,6,6,6,6,3,4,4,4,533.7338,1
HKG,3,3,4,2,3,2,3,3,3,3,2,2,3,3,634.7966,3
HKG,4,3,2,2,2,4,2,4,3,2,2,2,1,2,536.8374,3
HKG,3,3,3,4,3,3,3,4,3,4,4,3,4,4,503.5768,5
HKG,3,3,2,1,3,3,3,3,3,3,3,3,3,3,314.4494,3
HKG,2,4,99,3,3,2,3,4,4,4,2,4,2,3,485.1835,3
HKG,3,1,3,2,2,2,4,3,1,2,2,1,3,3,632.7438,1
HKG,4,4,4,2,2,2,1,5,5,5,2,2,2,1,594.0084,2
HKG,3,2,3,1,1,1,1,3,2,2,99,1,1,1,620.6083,2
HKG,5,5,5,5,5,5,5,4,4,4,4,4,4,4,587.4469,2
HKG,3,3,3,3,3,3,3,3,4,3,3,3,3,3,550.077,3
HKG,2,3,2,2,3,2,2,3,3,3,3,3,3,3,561.8545,5
HKG,6,2,4,1,1,1,1,6,2,3,1,1,1,1,561.0236,1
HKG,4,4,4,3,3,2,1,5,5,5,2,4,2,1,511.4118,6
HKG,4,2,3,1,1,1,1,4,4,4,1,1,1,1,481.8376,1
HKG,4,4,4,4,4,4,4,5,5,5,5,5,5,5,581.5139,1
HKG,6,3,5,4,5,4,2,6,3,5,4,5,4,2,455.2998,1
HKG,3,3,2,2,2,1,1,3,3,2,1,1,1,2,607.8193,1
HKG,5,5,5,5,5,2,2,5,5,5,5,5,2,2,432.8636,3
HKG,6,6,6,1,6,1,3,6,6,6,1,6,1,3,627.0683,2
HKG,3,3,3,3,3,3,5,5,4,4,2,3,2,5,484.0701,1
HKG,4,3,99,4,4,3,4,4,3,4,99,3,3,4,408.7508,1
HKG,4,1,4,1,1,3,1,4,1,4,1,1,4,1,556.8902,1
HKG,4,4,4,4,4,4,4,99,99,99,99,99,99,99,477.0931,1
HKG,6,6,6,3,6,2,2,6,6,6,2,6,2,2,581.7256,1
HKG,2,2,3,2,2,2,2,2,1,3,2,2,2,2,810.1649,2
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,478.4705,1
HKG,3,3,2,1,1,1,2,5,5,2,1,1,1,1,500.3244,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,599.9133,2
HKG,3,6,6,3,6,2,3,99,99,99,99,99,99,99,397.6465,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,480.4116,4
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,549.3169,2
HKG,2,3,1,2,2,1,2,2,3,3,1,3,1,1,615.2953,1
HKG,2,3,2,2,3,1,2,2,4,3,3,3,3,3,614.1547,3
HKG,3,3,3,3,3,3,4,4,3,4,3,3,3,4,366.178,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,676.268,3
HKG,3,3,3,3,3,3,3,2,3,3,2,2,2,2,410.7614,3
HKG,4,3,4,1,2,2,1,6,3,6,1,3,1,1,684.2198,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,459.5591,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,537.778,4
HKG,1,3,3,2,2,3,3,1,3,2,2,2,2,3,706.3935,2
HKG,4,4,4,4,4,4,4,5,5,5,5,5,5,5,484.7278,3
HKG,3,3,3,2,3,2,2,3,3,2,2,3,2,3,732.7694,2
HKG,1,3,3,1,2,2,1,1,3,3,3,3,3,1,520.3954,3
HKG,6,2,6,3,2,2,2,6,2,6,4,2,2,2,595.5514,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,435.7045,1
HKG,2,4,3,2,4,1,2,1,5,4,2,4,99,2,417.9959,3
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,466.784,2
HKG,4,2,4,2,1,1,1,6,3,5,1,1,1,1,640.6091,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,427.7236,2
HKG,4,5,3,2,2,1,1,5,5,4,2,2,1,1,576.7871,4
HKG,4,1,2,1,1,1,1,4,1,2,1,1,1,1,595.5432,2
HKG,3,2,3,1,2,1,1,3,2,2,1,2,1,1,351.7199,1
HKG,4,4,1,1,3,3,1,3,3,1,2,3,2,1,489.4198,4
HKG,2,3,4,3,2,4,1,3,4,5,2,2,3,2,611.6063,1
HKG,3,4,4,2,2,2,1,3,4,4,2,2,2,1,651.5708,1
HKG,2,4,2,2,4,2,2,3,5,3,3,3,3,3,486.8783,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,445.1685,2
HKG,4,3,2,2,2,2,1,4,4,2,2,2,2,1,696.3474,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,360.5929,1
HKG,4,2,3,2,2,2,2,5,3,2,2,3,2,1,527.6716,2
HKG,4,3,4,2,2,2,1,6,6,5,2,2,1,1,654.0449,2
HKG,3,3,3,2,3,3,2,4,4,3,3,4,3,3,600.8852,3
HKG,3,3,3,1,3,1,1,3,3,3,1,3,1,1,608.8265,5
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,486.7459,1
HKG,3,3,3,3,3,3,3,6,6,6,6,6,6,6,542.3728,2
HKG,3,3,3,2,2,1,2,4,4,4,1,2,1,2,643.8211,2
HKG,1,2,2,2,2,2,2,2,2,2,2,2,2,2,418.4071,2
HKG,5,2,5,2,2,2,2,5,2,2,2,2,2,2,593.7498,2
HKG,3,3,3,2,3,3,1,3,3,3,1,3,3,1,598.4582,3
HKG,4,4,5,1,2,2,2,4,4,4,4,1,4,1,441.1578,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,559.7451,1
HKG,4,1,4,99,4,3,1,4,4,1,1,4,4,1,594.3375,1
HKG,3,3,3,2,2,4,4,3,3,3,3,3,3,3,555.4891,3
HKG,6,2,6,1,6,2,2,6,2,6,1,6,2,2,355.9445,2
HKG,2,3,3,5,3,2,2,2,3,3,3,3,2,2,361.3114,1
HKG,3,1,1,1,1,1,1,4,1,1,1,1,1,1,579.4452,1
HKG,6,3,3,1,1,1,2,6,3,1,1,1,1,2,423.1432,2
HKG,3,4,2,2,4,3,3,3,4,2,2,4,3,3,571.3328,4
HKG,2,2,3,2,2,2,2,3,2,3,2,2,3,3,682.9645,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,600.4579,3
HKG,3,1,2,1,1,1,1,2,2,1,1,1,1,1,530.6987,2
HKG,99,99,99,99,99,99,99,4,1,4,2,1,2,1,574.0553,4
HKG,2,2,1,1,1,1,1,2,2,1,1,1,1,1,450.1096,1
HKG,3,2,3,2,2,2,2,2,2,2,2,2,2,2,673.742,2
HKG,3,3,3,1,3,3,3,3,3,3,3,1,3,3,601.4325,1
HKG,2,4,3,1,4,3,3,2,2,3,4,1,5,4,468.4561,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,435.1459,3
HKG,4,2,2,1,2,2,2,4,2,2,1,2,2,2,509.8336,1
HKG,5,3,3,2,1,1,1,5,3,3,2,2,1,1,407.3426,1
HKG,4,4,4,3,1,1,1,4,4,4,1,1,1,1,589.6434,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,430.8386,2
HKG,3,3,3,3,3,3,1,3,3,3,1,3,1,1,716.89,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,611.7649,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,421.0921,2
HKG,3,3,3,2,3,3,3,4,4,4,3,3,3,3,473.2708,3
HKG,5,3,5,5,5,5,4,4,4,5,3,4,4,4,502.4339,3
HKG,2,2,2,2,2,3,1,4,3,3,2,2,2,1,485.6818,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,524.4449,1
HKG,2,2,5,1,2,3,2,2,2,5,2,2,4,3,575.7381,3
HKG,3,2,4,2,2,2,2,3,3,3,2,3,2,2,597.5974,2
HKG,6,2,3,5,2,3,1,6,2,3,1,1,3,1,578.8423,3
HKG,2,3,2,2,2,1,99,3,3,2,2,2,1,1,509.6973,3
HKG,2,2,2,2,2,3,2,1,1,1,1,1,1,1,399.6649,2
HKG,5,5,6,3,3,4,4,4,3,4,2,6,6,6,603.3968,2
HKG,4,4,4,4,4,4,4,5,3,5,2,3,4,4,501.5282,1
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,478.2386,4
HKG,3,1,3,1,1,1,1,6,1,99,1,1,1,1,561.1631,2
HKG,2,3,2,3,3,2,1,2,4,3,4,4,2,1,588.6605,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,471.958,6
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,635.9623,$null$
HKG,2,2,3,2,3,2,1,3,2,3,2,3,2,1,641.6179,2
HKG,3,3,3,2,3,3,2,2,3,2,1,3,1,1,652.2927,3
HKG,5,5,4,4,5,3,3,4,4,3,3,4,4,3,604.2112,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,410.0005,2
HKG,3,3,3,2,3,3,3,4,4,4,2,4,3,3,547.8756,2
HKG,3,4,4,1,4,3,3,3,3,3,3,3,3,3,528.8147,2
HKG,4,4,3,2,2,1,1,4,4,2,1,1,1,1,634.6301,2
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,467.2522,1
HKG,3,4,3,3,3,3,3,3,2,2,2,2,2,2,552.2965,2
HKG,1,2,2,1,2,1,1,1,3,3,1,2,1,2,620.7425,3
HKG,2,3,2,2,2,2,2,4,5,4,2,2,2,2,659.4101,2
HKG,1,3,2,2,2,3,1,1,3,2,2,2,2,1,600.578,1
HKG,3,3,3,3,3,3,3,5,5,5,5,5,5,5,414.9351,1
HKG,1,1,1,1,1,1,1,6,6,6,6,6,6,6,596.0374,3
HKG,5,5,3,2,2,2,2,5,5,2,2,2,2,2,579.2139,3
HKG,3,2,2,2,2,1,1,4,2,3,2,2,1,1,692.4643,1
HKG,3,6,1,1,6,2,1,6,1,2,1,99,99,99,391.3422,1
HKG,2,3,3,3,3,2,2,2,4,4,2,4,3,2,657.3252,2
HKG,5,3,3,3,3,3,3,6,5,5,3,4,3,3,674.6153,3
HKG,4,4,4,4,4,4,4,4,3,4,3,4,3,4,602.9101,1
HKG,4,2,3,2,3,2,2,4,2,3,2,3,2,2,612.9022,2
HKG,3,3,3,2,1,1,1,3,3,3,2,1,1,1,560.6609,3
HKG,4,4,4,4,4,4,4,4,4,4,3,4,4,4,524.6023,1
HKG,3,3,2,2,99,3,2,4,3,2,3,2,3,2,650.7626,2
HKG,2,4,5,3,4,5,3,1,3,3,3,3,4,4,568.3506,2
HKG,3,4,4,4,4,4,2,5,5,5,5,5,5,2,406.0355,1
HKG,3,1,3,2,1,2,2,3,1,3,2,1,2,2,811.6842,1
HKG,2,3,4,3,2,3,1,2,3,4,4,4,2,1,598.0464,3
HKG,2,4,2,2,3,2,2,2,4,2,2,3,2,2,461.8759,1
HKG,3,3,3,2,2,2,1,4,4,4,2,3,1,1,665.1378,1
HKG,2,3,3,2,3,3,3,2,3,3,3,3,2,2,594.262,2
HKG,5,2,3,1,1,1,1,6,3,4,1,1,1,1,703.421,1
HKG,1,4,4,2,2,2,1,1,4,1,1,1,1,1,521.5127,2
HKG,1,1,1,1,2,2,2,1,1,1,1,2,2,2,456.4852,1
HKG,5,5,5,5,5,5,2,5,5,5,5,5,5,2,578.467,2
HKG,3,3,2,4,3,3,3,3,3,2,3,3,3,3,480.1629,1
HKG,5,4,4,3,3,3,2,4,4,3,2,3,2,2,676.9847,1
HKG,99,99,99,99,6,99,99,99,99,99,99,6,99,99,603.3966,6
HKG,3,3,3,2,1,1,1,4,4,4,3,1,1,1,607.5588,3
HKG,2,3,2,1,3,1,1,2,3,1,1,1,1,1,523.5696,2
HKG,5,3,4,1,3,1,2,6,3,3,1,3,2,1,711.4298,2
HKG,3,2,3,3,3,3,3,2,2,2,2,2,2,2,515.7382,2
HKG,4,4,3,2,3,3,1,4,4,4,2,4,3,2,685.1018,3
HKG,1,3,2,2,2,2,4,3,3,3,3,3,3,3,499.108,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,428.471,3
HKG,2,2,1,2,2,1,1,3,3,1,1,3,1,1,550.1891,1
HKG,3,3,3,2,2,3,2,3,3,3,2,2,2,2,614.2502,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,621.05,1
HKG,3,3,4,3,2,3,2,4,3,3,2,3,4,3,588.8995,2
HKG,6,6,6,4,4,5,1,5,4,4,4,2,1,1,434.9491,2
HKG,6,3,4,1,3,1,1,6,6,2,3,3,1,1,543.4327,2
HKG,4,2,2,1,1,1,1,5,2,2,1,1,1,1,542.4557,2
HKG,5,5,5,2,5,2,5,5,5,1,2,5,1,5,524.6612,1
HKG,4,3,4,2,2,3,1,4,3,5,2,2,3,1,582.8917,3
HKG,5,5,5,1,5,1,1,5,5,5,1,5,1,1,450.2175,3
HKG,5,2,4,2,5,2,2,4,3,3,2,5,3,2,505.9033,4
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,418.3939,5
HKG,5,2,2,2,3,3,3,6,2,2,2,3,2,2,578.457,1
HKG,5,2,2,1,2,2,2,5,2,2,1,2,2,2,415.9957,3
HKG,6,1,4,1,4,4,1,6,1,5,1,6,1,1,419.2904,3
HKG,3,2,3,2,2,1,2,3,2,3,2,2,2,2,632.5254,3
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,429.4632,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,505.6193,5
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,393.9566,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,539.1449,6
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,536.7412,$null$
HKG,4,4,4,1,2,2,2,4,4,4,4,3,3,2,502.3577,2
HKG,2,4,4,2,4,2,3,2,5,5,2,3,1,3,581.4483,1
HKG,3,3,3,2,2,2,2,3,3,3,1,1,1,1,613.501,1
HKG,3,4,5,2,5,4,2,4,4,5,2,5,3,1,536.1032,3
HKG,3,3,3,2,2,2,2,4,3,4,2,3,2,2,581.7535,3
HKG,6,6,6,1,2,1,1,6,6,6,1,3,1,1,543.7597,4
HKG,4,3,4,3,3,1,3,4,4,4,4,4,2,3,496.1355,4
HKG,3,3,3,2,3,2,4,3,3,3,2,3,2,4,550.8434,3
HKG,5,2,3,1,3,1,1,4,2,1,1,1,1,1,434.2141,2
HKG,4,4,4,3,3,3,3,5,4,4,3,3,4,4,461.9908,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,374.1359,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,519.7791,$null$
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,607.2267,$null$
HKG,4,4,4,2,4,2,1,4,4,4,2,4,2,1,623.5417,2
HKG,2,2,2,2,2,2,1,2,2,2,2,2,2,1,448.7138,6
HKG,2,2,4,2,2,1,1,4,2,6,2,2,1,1,645.3902,2
HKG,1,4,4,2,5,2,3,1,4,4,2,5,2,3,459.6708,2
HKG,5,4,99,3,4,3,3,6,5,5,4,5,3,3,523.0271,1
HKG,4,3,3,3,3,1,1,3,3,3,3,3,3,3,590.2978,2
HKG,3,3,3,1,3,3,3,3,3,3,2,3,3,3,590.5909,3
HKG,3,3,4,99,3,3,3,3,3,4,3,3,3,3,616.7779,1
HKG,3,2,3,3,1,3,2,3,2,3,3,1,3,2,490.1799,2
HKG,6,3,2,2,2,2,2,5,3,1,1,2,1,2,573.4229,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,461.8838,1
HKG,4,4,3,99,2,3,3,6,1,5,99,5,2,3,418.7392,1
HKG,3,5,2,2,3,2,2,3,4,2,2,3,2,2,619.0442,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,387.7194,2
HKG,5,2,5,2,2,2,1,5,1,5,2,2,2,1,562.0482,4
HKG,6,3,2,2,2,1,2,6,2,6,1,1,1,1,372.196,1
HKG,2,2,3,2,2,2,1,3,3,3,2,2,2,1,578.3559,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,497.7567,2
HKG,2,3,3,2,2,2,1,3,4,4,1,3,1,1,617.2748,3
HKG,6,4,5,2,6,1,1,6,6,4,1,6,1,1,514.1659,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,599.3122,1
HKG,2,5,5,1,1,1,1,2,2,4,2,2,2,2,562.79,3
HKG,4,4,6,3,4,5,4,5,4,6,3,4,5,4,707.9601,1
HKG,1,3,3,2,2,2,2,3,3,3,2,3,3,2,710.921,3
HKG,5,5,5,2,5,1,2,5,5,5,2,5,1,5,413.6085,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,509.1686,2
HKG,5,5,4,4,4,4,4,4,4,4,4,4,4,4,467.1749,2
HKG,2,2,2,2,2,2,1,3,2,3,3,2,2,1,741.9787,3
HKG,2,2,2,1,1,1,1,3,2,2,1,1,1,1,415.2377,2
HKG,5,3,4,4,5,3,5,5,4,4,4,5,5,3,593.3487,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,480.7862,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,436.8763,$null$
HKG,3,3,3,2,3,2,2,3,3,3,2,3,2,2,740.1355,1
HKG,2,3,3,1,3,1,1,4,3,4,1,3,1,1,699.6698,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,499.1688,$null$
HKG,1,1,1,1,1,1,1,99,99,99,99,99,99,99,382.2345,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,435.491,$null$
HKG,99,99,99,99,99,99,99,3,3,2,2,1,1,2,694.5277,4
HKG,2,4,4,4,4,4,4,3,3,3,3,3,3,3,439.8514,3
HKG,5,3,4,2,2,2,1,6,4,4,2,3,2,1,553.1072,2
HKG,2,3,5,5,5,3,3,3,5,6,6,4,6,5,663.7516,2
HKG,3,2,3,2,2,2,1,3,3,3,2,3,3,2,521.6786,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,593.7834,$null$
HKG,4,3,3,3,3,3,3,5,4,4,2,2,2,2,593.751,2
HKG,5,3,3,3,3,3,4,6,3,3,2,3,3,5,659.6556,2
HKG,3,4,4,3,4,4,2,3,4,4,4,4,4,2,535.142,4
HKG,99,99,99,99,99,99,99,3,3,3,3,3,3,2,568.2365,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,3,4,650.1458,2
HKG,3,3,2,2,3,2,2,4,4,1,2,2,2,1,567.0491,2
HKG,2,3,4,2,3,2,1,2,4,4,2,4,2,2,653.7825,2
HKG,1,3,4,2,2,3,3,1,4,3,1,2,3,4,540.4065,2
HKG,4,4,3,2,4,3,2,4,4,3,2,4,3,2,568.2178,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,602.4973,$null$
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,548.6286,3
HKG,3,2,2,1,2,1,1,3,2,2,2,2,2,3,414.4184,3
HKG,2,3,1,1,2,1,1,2,3,1,1,2,1,1,614.1953,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,537.8045,2
